Text,Lebel,Month
মাতারি বলদ গরু শুয়ার তোর জাইংগা পড়তে কি হয়? মানুষ হইলি না!,1,9
কেউ খারাপ কথা চোদাবেন না প্লিজ,1,9
যাই বলি না কেনো কু্ত্তাডায় সবসময় হাসি মুখে থাকে,1,9
পকেটে হাত দিয়া নুনু চুল্কানোর নিনজা টেকনিক,1,9
স্যাটেলাইট আকাশে না দিয়া তোর পাছায় ঢুকাই দেয়া উচিত ছিলো!,1,9
তোমার পটুতে বজ্রপাত হোক,1,9
তোর ছোবি দেইখা আমার খারায়া গেছে,1,9
বাঞ্চুদ,1,9
তুই কি হুগায় তেল দিবি বলে দাড়িয়েছিস,1,9
মুঞ্চায় টানা ৩ দিন মুলা তরকারি খাইয়া তর মুখে পাদি গোলামের পুত।,1,9
শাওয়ার নাতি,1,9
গালি দিলাম না বাইন্সদ,1,9
 এরে মাদারচোদ কি করছস এইডা?,1,9
" লুইচ্চার বাল, বামে কি দেহস?",1,9
ধুর শাউয়া!,1,9
কিরে মাগী?,1,9
শূয়ারের বাচ্চা,1,9
চুতিয়া,1,9
আমার হোগা মারা শেষ,1,9
গরীবের মাদারচোদ।,1,9
কমেন্ট গুলো দেখে হাসতে হাসতে আমার পুটকির রগ ছিড়ে গেল,1,9
মান্দার পো মাইন্দার,1,9
ছোটলেকের বাচ্চা!,1,9
হ্লা মাদারটোস্ট,1,9
হাট বাইঞ্চোদ। বান্দীর পুত ।,1,9
শাওয়ার নাতি,1,9
ওরে পাঠা,1,9
" আপনারে কি খাইয়া দিছে
",1,9
যতই আবালের মত ছবি দাও না কেন আর কোনো লাভ নাই। হিরুয়াল্ম তোমার মার্কেট খাইয়া ফালআইছে,1,9
সিওর গাঞ্জা খাইছো ভচ,1,9
হ্লাত প্রতিবন্ধী হয়ে গেছে! ওরে কেউ এক সামুচ গু দে।,1,9
শাউয়া একটা তুই।,1,9
নটির পোলারে কেউ গালি দিবেন না।,1,8
আমি চোদনা অয়ে গেলাম,1,8
দিলি তো দিনটা মাটি কইরা চুত্মারানির ভাই,1,8
নুনু চোষা কোটা,1,8
জাতীয় আবাল,1,8
বলদা,1,8
কতডা আচোদার মত লাগতেছে,1,8
হালা বেহায়া,1,8
হালারপো ইন্ডিয়ার সাথে হারলে তোরে গারামু,1,8
সুদানির পো,1,8
মাননীয় স্পিকার আমি কি কাউকে চুতমারানি বলে গালি দিতে পারি?,1,8
সালা ছাগলের ৩ নাম্বার,1,8
মাং,1,8
হাহাহা আসলেই একটা আবাল,1,8
কামলা,1,8
গাজার দাম কমলে যা হয় আরকি,1,8
চুতমারানি,1,8
শুয়রের গু মাখাই দিমু,1,8
কুত্তার গু খা,1,8
কাউয়া চদা,1,8
কাউয়াা,1,7
কালা চদা,1,7
বিলাই এর গু খা,1,7
দেশি আবাল,1,6
ফাজিল,1,5
নোংরা,1,6
জানোয়ার,1,6
অভদ্র,1,6
"বেয়াদব,",1,6
লজ্জাহীন,1,6
আবুইল্লা,1,6
হালা আবাল চোদা,1,6
বাংলদেশর হাতে আরেকটা অস্ত্র তুলে দেয়ার জন্য প্রথম আলোকে ধন্যবাদ।,1,6
খেলোয়াড়েরা পাপাচারে লিপ্ত হয়ে গেছে।,1,6
 তাদের এখন এই খেলায় নয় অন্যখেলায় প্রাক্টিসিং করতেছে।তাই তাদের এত অধপতন।,1,6
তামিমরে খোচায়েন না। বাংলাদেশ ক্রিকেটে তার মতো ভালো খেলোয়ার পাওয়া খুব কঠিন।,1,6
"আসুন আমরা এমপি সাহেবের টাইগার বাহিনীর সদস্যদের উপর আস্থা রাখি, এবং তাদের, বিরাট অর্জন গুলোকে মনে করে সস্থির নিঃশ্বাস ফেলি!",1,6
"নাচতে না জানলে উঠান বাকাঁ.....বাংলাদেশের জন্য কাবাডি কাবাডি খেলায় পারফেক্ট,কথায় আছেনা কোথায় আগরতলা ,আর কোথায় চকিরতলা",1,6
কপাল ভাল ফুটবল বিশ্বকাপ চলতেছে,1,6
মেয়েদেরকে পাঠানো হোক এদের পরিবর্তে আশা করি,1,6
"তামিম ইকবাল, কোন অজুহাত নয় মাঠে খেলে দেখিয়ে দিন। অন্তত আপনার উপর সেই আস্হা রেখেই বলছি। ",1,6
শ্যম্পুর বিজ্ঞাপন করে তামিম ভাই এর চুল হারিয়ে গেলো??????,1,6
মাথায় তো দেখি আর একটা স্টেডিয়াম,1,6
আর কত... নতুনদের সূযোগ দেওয়া উচিৎ,1,6
রাশিয়া যোগ্য দল ছিলও না.,1,6
যেই জিতুক কাপটা কিনতু  সেরা অভিনেতা সাব্বির  পাবে।,1,6
মাঠে অভিনয় করার জন্য কোন জরিমানা গুনতে হয় না??,1,8
বাংলাদেশের ছেলে ক্রিকেট টীম নিষিদ্ধ/বিলুপ্ত ঘোষণা করে শুধু মেয়েদের টীমে  করা উচিত।,1,8
বাংলাদেশের ছেলেদের পিছনে কোটি কোটি টাকা খরচ না করে মেয়েদের পিছনে তার অর্ধেক করলেও এই মেয়েরা বড় বড় সাফল্য উপহার দিবে। ,1,8
"বাংলাদেশ প্রমিলা ক্রিকেটদল অনেক ভালো হবু এমপিদের চেয়ে। অনেক অনেক শুভকামনা রইলো জাহানারা, সালমাদের জন্য।",1,8
"এটা স্পষ্ট যে.. ..ছেলেদের চাইতে অনেক ভালো, কেননা ৪৩ রানের ও নিচে আটকিয়ে দিয়েছে ডাচ দের , অনেক অনেক শুভকামনা এই প্রমিলা নারী ক্রিকেট টিম এর জন্য ",1,8
সাকিব আল হাসানরা ওদের কাছে প্র্যাকটিস করতে পারে।,1,8
"ছেলেরা ৪৬ রানেই অল আউট হয়, যেখানে মেয়েরা তার বিপরীত টা করে থাকে,",1,8
"বেপরোয়া জীবন যাপনের কারণের পুরুষ ক্রিকেট দলের বেহাল দশা। মাত্রাধিক টাকা- পয়সা,নেতা ভাব পতনের মুল কারণ।",1,8
এখন থেকে মেয়েদের ক্রিকেট খবর দেখতে চাই „„ওদের টা না,1,9
"বিসিবির উচিত হবে ছেলেদের কে মেয়েদের দলে খেলানো এবং প্রমীলা দলকে ছেলেদের দলে খেলানো।অনন্ত পক্ষে এত নিম্ন স্কোর করবে না,",1,9
"একদিকে বাঘিনীরা জয় ছিনিয়ে আনে ,
অন্য দিকে বাঘেরা মোবাইলে কাম সারে ",1,9
নাসির ভাইয়ের অডিও টা না শুনে থাকলে শুনে নিয়েন।,1,9
এদের নিয়ে আমরা বড় স্বপ্ন দেখতেই পারি,1,9
মেয়েদের খেলা দেখব নিয়মিত,1,9
"খন বিসিবির ছেলেদের থেকে ও মেয়েদের ক্রিকেট নিয়ে মনযোগী হওয়া দরকার?
ছেলেদের মাথায় এখন রাজনীতি চলতাছে?এদের দিয়ে আর ক্রিকেট হবে না?",1,9
ওয়েস্ট ইন্ডিজে তাদের পাঠানো হোক,1,9
এত শুনাম করিয়েন না ভাই।ওরা ভাল খেলছে ওদের একটু ভাল খেলতে দিন....,1,9
"আরো দেখিয়ে দাও পৃথিবীকে,,,,,, চাইলে আমরা অনেক কিছু পারি।",1,9
মেয়েদের খেলার ধারাভাস্য দেয়না কেন কোন রেডিও চেনেল?? এখানেও বৈসম্য কেন?? জাতি জানতে চায়।,1,9
কেউ বাংলাদেশ ছেলে টিমের সদস্যদের মেনশন কর প্লিজ,1,9
এদের কাছে এখন ছেলেদের শিক্ষা নেয়া উচিত। এদের কাছে কোচিং করানো ঠিক হবে।,1,9
"ছেলেদের বাদ দেওয়া হক
",1,9
মেয়েরা গুড়িয়ে দেয় আর ছেলেরা গুড়ি হয়ে আসে।,1,9
এদের বেতন বারিয়ে দিন কিন্তু এদের হ্যাডোম বারিয়ে দিলে সব ছেলেদের মতন হয়ে যাবে।।।,1,9
সাকিবদের এদের থেকে খেলা সেখা উচিৎ,1,9
বাঘিনী না এরাই রয়েল বেঙ্গল টাইগার।এদের কে টাইগার বলতে এডমিনের কোথায় টাটায়?,1,9
ছেলেদের জায়গায় মেয়েদের দিয়ে খেলানো হোক।তাহলে হয়তো আমাদের দেশে মান রখ্খা পাবে।,1,9
আর ৪৩ রানে গুটিয়ে গেলো দামাল ছেলেরা,1,9
আমাদের মেয়ে ক্রিকেটররা ছেলেদের সাথে প্রতিযোগীতা করছে হারজিৎ নিয়ে,1,9
কিছুদিন পর মেয়েদের ও এমপি বানানো হবে,1,9
অভিনন্দন,1,9
"যেখানে ছেলেরা ব্যর্থ সেখানে মেয়েরা সফল হচ্ছে,",1,9
" কার্টুন আবার চাপায় দেখেননা,কেমনে ফুঁসে উটে জনতা!",1,9
ওদের বিবেকবোধ - এর মৃত্যু ঘটেছে।,1,9
জিম্মি,1,9
উনারা এখন শীতনিদ্রায়।,1,9
যেখানে সমস্ত রাষ্ট্র ব্যাবস্তা চেতনার তোতা পাখির পিঞ্জিরায় বন্ধি করা ফেলা হয়েছে।,1,9
বাংলাদেশে কোন নাগরিক সমাজ নেই! যারা আছে তারা হল দাললা!,1,9
“তোমার সিল্কের পাঞ্জাবীটা সুন্দর”,1,9
‘তোমার স্কার্টটাও সুন্দর’,1,9
আমি তো ভাই একটা দেশের ন্যাশনাল টিমের প্লেয়ার... যদু মদু কদু না,1,9
কয়েকদিন আগে প্লেয়ারদের জিমে যেয়ে দেখলাম কয়েকজন প্লেয়ার খালি পায়ে এক্সারসাইজ করছে,1,9
একসময় আমাদের যাদুকর সামাদ নামে একটা প্লেয়ার ছিল জানেন?,1,9
১৭ কোটি জনগণের প্রানের খেলার এভাবে ১২ টা বাজায়েন না প্লীজ,1,9
পুরো ব্যাপারটাই সাইকোলজিক্যাল... কিছু ডেডিকেটেড লোক দিয়ে  সাজান... সবাই দৌড়ের উপর থাকবে,1,9
‘তোমার টিক্লিটাও সুন্দর’,1,9
কে গাইড করবে তাদের? বলার কেউ নেই...,1,9
এদের গ্রুমিং করার কেউ নেই,1,9
মাগুরার সেদিনের সাকিব আর আজকের সাকিবকে দেখেন... কন্সটেন্ট গ্রুমিং আর তার পিছে লেগে থাকা পিআর ফার্মগুলোই কিন্তু আজকে তাকে এই অবস্থায় এনেছে,1,9
এরকমই হওয়া উচিত,1,9
"সেদিন ন্যাশনাল টিমের ম্যানেজারকে বললাম, “আচ্ছা সামনের মাসে তো থাইল্যান্ডের সাথে খেলা... তাদের প্লেয়ারদের নিয়ে ডাটা রেডি আছে?”",1,9
উনি আমার দিকে ভুরূ কুঁচকে এমন অবাক দৃষ্টিতে তাকালেন যেন আমি সেই পালিয়ে যাওয়া ৩ জন প্রতিবন্ধী ফুটবলারের একজন,1,9
আমি পুরাই বিব্রত,1,9
ক্রিকেট খেলায় সাকিব একদিন খারাপ করলে বলে চিৎকার দাওয়া আর কালকের পর এয়ারপোর্ট ট্র্যাফিক কন্ট্রোলার,1,9
তোরে আর গালি দিমুনা বাইন্চোদ,1,9
সেফুদা আর মাহফুজুর রহমানের পেটের চিপায় যদি তোরে চাপ দিতে পারতাম মনে শান্তি পাইতাম মনে।,1,9
সাকিবের মত এত ভালো খেলোয়াড়কে আইপিএল এ সাইট বেঞ্চে বসিয়ে রাখেন কেন দাদা?,1,9
তামিমের সাথে তুলনা করলে সাকিব ব্যাট টাই ধরতে পারে না তামিমের মত সুন্দর করে,1,9
তামিম অনেক লম্বা সময় ধরে বাজে খেলেছে যেটা তার চাচা- মামার সাপোর্ট ছিল,1,9
"সাকিবের পাছা ব্যাকা করে ব্যাট ধরার টালেন্ট আছে, তামিমের আছেনি!!!?",1,9
তামিম ইকবাল যদি অলরাউন্ডার হতো তাহলে সে সাকিব তো দুরে থাক কারো ধরা ছোয়ার বাইরে থাকতো,1,9
সাকিবের দালালি করে কত পান,1,9
সাকিবের মধ্যে হিংসূটে আর অহংকারী যে প্রতিভা সেটা সম্ভবত বাংলাদেশ ক্রিকেটে আর কারো মধ্যে নাই!,1,9
হাজার টা ডাক মারার রেকর্ড পরে যেতো শাকিবের পাশে ওপেনিং খেললে,1,9
ভাগ্যিস ক্রিকেটে জিম্বাবুয়ে আয়ারল্যান্ড স্কটল্যান্ড নেদারল্যান্ড আফগানিস্তান আর বর্তমান সময় খারাপ যাওয়া ওয়েস্ট ইন্ডিজ শ্রীলঙ্কা ছিল বলে আমাদের বিশ্বসেরা অলরাউন্ডার পাওয়া গেছে,1,9
আমরা বাঙ্গালী খাটের খেলাকে সবসময় মাঠের খেলা মনে করি,1,9
সেটা এক গাঁজাখুরি গল্পের মতো,1,9
এই ধরনের মন্তব্য বাংলাদেশ ক্রিকেট জন্য ক্ষতিকর গৌতম গম্ভীর সোদানীর পোয়া,1,9
মুস্তাফিজ ওপেনিং করলে 10 থেকে 12 টা সেঞ্চুরি থাকতো,1,9
সাকিব যদি হাত ঘুরাতে না পারতো তাহলে তার শুধু ব্যাটিং হিসেবে কোন দলেই সুযোগ পেত না,1,9
আমি সাকিব বাল হাসানের খেলা দেখার জন্য অপেক্ষায় থাকি,1,9
"তামিমের মতো সাকিব যদি শুধু ব‍্যাটিং নির্ভর হতো, তাহলে দল থেকে সাকিব অভিষেক ম‍্যাচের পরেই উদাও হয়ে যেত।",1,9
সাকিব ওপেন করলে নিচের চুল ছিড়ত।,1,9
সাকিব আল হাসান সুস্থ থাকার পরেও দেশের প্রতি দায়বদ্ধতা না ,1,9
সাকিব যত সুযোগ পাইছে এত সুযোগ আর কেউ পায় নি।,1,9
তামিম এই জীবনে যতগুলা ম্যাচে জিরো মারছে তা আর না বলি,1,9
"সাকিব ভালো খেলোওয়ার
কিন্তু এটা হাস্যকর",1,9
ওপেনিং করতে আমি ভয় পায়। #সাকিবালহাসান,1,9
গৌতম গম্ভীর কি মাল খাইছে নাকি আমাদের দেশের সাকিবের সার্পোটারা মাল খাইছে,1,9
সাকিব আল হাসানের চেহারার সাথে সাকিব খানের চেহারায় মিল আছে।দুই জনই সুপারম্যান।,1,9
"সাকিবকে ওপেনিং বোলার, ওপেনিং ব্যাটার, ওপেনিং উইকেট কিপার বানিয়ে দেয়া হোক।",1,8
বেশি পাকনামি ভালো নাহ,1,8
বাংলাদেশের খেলা ধ্বংস,1,8
"তামিক নাকি সেরা ব্যাটসম্যান,তামিম কে সবাই মিস করছে টি টুয়েন্টি তে,হাইরে পাবলিক,,, কি দেখে যে ডট তামিম এর সার্পোট করে ওরাই জানে.",1,8
সাকিব আর গৌতম গম্ভীর এক জায়গায় মিল আছে। সেটা হলো দুইটাই বেয়াদব,1,8
সাকিব কে সাকিব এর নাম ও ভুলে যেতে হবে ভবিষ্যতে,1,8
ভোদাই মার্কা,1,8
একটা পোনদা পোয়া ,1,8
আমার দেখা মতে সেরা বোকাচোদা প্লেয়ার।,1,8
তামিম যেমন তার সমর্থকরা ও আজাইরা,1,8
যে করতে পারে সে খাটের তলা থেকেও করতে পারে,1,8
সাকিব কে দিয়ে ওপেন করালে এতদিনে সাকিব হারিয়ে যেত,1,8
মায়রে বাপ,1,8
সাকিবের ট্যালেন্ট আছে কিন্তু বেশি ভাব নেওয়ার কারণে সেটা খেলার মাঠে প্রকাশিত হয় না,1,8
সুবিধাবাদী তামিম,1,8
বাল।,1,8
ফটকাকে পাম দেয়।,1,8
নড়বড়ে দাতটা হলো বাংলাদেশ টিম,1,8
গন্জিকা সেবন করিলেই এইসব কথা মুখ থেকে বের হয়। ,1,8
তামিমের চেয়ে শান্ত ভালো,1,8
খলনায়ক।,1,7
সাকিব তো একটা ৬‌ ও মারতে পারে না,1,7
নতুন পাগলের আমদানি হইছে।।,1,7
তেলবাজ,1,6
ছা*লের 12n নং পোস্টদাতা,1,5
ফালতু বক ওয়াজ,1,6
ও যদি ওপেন করতো তবে আম ছালা দুটোই যেতো।,1,6
গাঞ্জা কয় পোডলা খাইছো??,1,6
"একটা বড় বেয়াদব, তামিম",1,6
প্রতিহিংসা পরায়ণ ক্রিকেটার ,1,6
পাম্প দিসনা।,1,6
ডট গুরু তামিম ভাই।,1,6
"ত্যাল দিল, যদি মালিশে লাইগা যায়",1,6
বাংলাকে আরেকটু পুন মামার বাকি আছে ,1,6
পৃথিবীর সর্বোচ্চ বেয়াদব,1,6
বংস মনে হচ্ছে ডেড ওয়ার গন্জিখা সেবন করিয়াছ ,1,6
"সাকিব ব্যাটসম্যান না, ব্যাটম্যান।",1,6
তামিমের জায়গায় সাকিব ওপেন করলে একটা ম্যাচ ও জিততে পারত না,1,6
সাকিব ওপেন করলে এত দিন দল থেকে বাদ পরত।,1,6
সবচেয়ে বে*য়া*দ*ব খেলোয়াড়,1,6
সাকিব না জন্মালে যান্তামেই না বাংলাদেশ ক্রিকেট খেলে।,1,6
সাকিব ওপেনিংএ বলই চোখে দেখতো না!,1,6
তামিমের জায়গাই মুস্তাফিজুর ব্যাট করলে ও আরো ২০০রান বেশি করতো,1,6
গান্জা চাবাইয়া খাইছে মনে হয়,1,6
জুয়ারি জুয়ারি মাসতুতো ভাই।,1,6
সাকিব যদি ওপেনিং করতো তাহলে যে কয়টা হান্ড্রেড আছে তার চাইতে আরো অর্ধেক কম হতো,1,6
আমার নাম কেন আবার ,1,8
মেয়াদ উত্তীর্ন টা খাইছে মনে হয়,1,8
জিম্বাবুয়ের হয়ে খেললে আরো 10 বছর খেলতে পারতো,1,8
গাঁজা খোরী ,1,8
বাইনচুদ,1,8
বদ্দা তুর চুল ফাইক্কি নেরে,1,8
"চোরেরা সবজায়গায় ভালো করে।
দিনশেষে ক্ষতি করে দেশের।
",1,8
সাকিবের মাথায় ক্রিকেট ট্যলেন্ট থেকে টাকার কুমির হবার ট্যলেন্ট এক ধাপ এগিয়ে ।,1,8
ওপেনিং জুটি টিকে থাকেই টিকটকের মত কয়েক মিনিট সেই হিসাবে তো সাকিব ওপেনিং করে বেশিরভাগ ম্যাচে,1,9
সাকিব এর জায়গায় সেপুদা থাকলে আরো ভালো হতো,1,9
ওর মধ্যে টাকা কামানোর ট্যালেন্সি আছে। ব্যাটিং নাই।,1,9
পাকনা,1,9
বা* ফালাই দিতো,1,9
গাজার দাম কমেছে,1,9
বোকা,1,9
আমার মনে হয় একটু বেশিই খেয়ে ফেলেছে,1,9
সাকিব যদি আরও ১০ বছর সাধনা করে তবুও তামিমের মতো হতে পারবে না,1,9
সাকিবের মধ্যে টাকার লোভ ছাড়া আর কিছু নেই,1,9
পাগলছাগল জত্তসব,1,9
"সাকিবের জায়গায় তামিম বল করলে,, সাকিবরে কেউ গুনতোও না",1,9
তামিমের থেকে ডাকের সংখ্যা ও বেশি,1,9
হিম ধো*ডা.,1,9
সাকিবে বা** ,1,9
ক্রিকেট ভুলে উন্মাদ হয়ে গিয়েছে?,1,9
সাকিব এর ব্যাট ধরার স্টাইল দেখলে তো হাসি পায়,1,9
সাকিব ভারতে খেললে ১-২ ম্যাচ পরেই বাদ পড়ে যেত । ওর বোলিং-ব্যাটিং দু’টোই মাঝারি মানের,1,9
সবচেয়ে ডাক মারতেন,1,9
সাকিবের শোনাতে এতো তেল মারতেছেন কেন ভাই?,1,9
সাকিবের বোলিং না থাকলে কবেই বাদ পড়ত,1,9
সাকিবের তেল মারিয়া সিনিয়রদের তেইস মারবে,1,9
সালাপুত,1,9
শুকনা খান নাকি ভিজিয়ে খান ,1,9
বোকা চৌধুরী,1,9
সিরা আটি বনতো,1,9
সাকিব থেকে সাইফউদ্দীন খারাপ মনে হয়নি ,1,9
"যে বেডার একটা ছক্কা হাকাইতে ম্যাচের অর্ধেক সময় চলে যাই মাঝে ম্যাক্সিমাম ম্যাচ এ ত ছক্কাই নাই,,,হে বেডা অপেনিং",1,9
তামিম বল করলে এক নাম্বার অলরাউন্ডার তামিমই হতো।,1,9
আপনি কি নিয়মিত হাগু করতে পারেন নাকি আপনার কষা হয়েছে?,1,9
দেশের ক্রিকেট যে তাল গাছে উঠবে বুঝা যাচ্ছে।।,1,9
ভাই তুমি কি রকম গাঁজা খাইছো ' আগা কালার নাকি,1,9
এই ছেলেটা এতো লেম কেন,1,9
 বাংলাদেশ টার নাম আর পচাইছ না,1,9
মাংগির পুলা,1,9
তুইই কি মানুষ,1,9
"কেংগারু মাংগির এবা করস কেন,",1,9
কেংগারু মাংগির,1,9
এবা করস কেন মাংগির,1,9
ভাইই রে তর মাংগির,1,9
মানুষিক টরচার,1,9
বাংলাদেশ টার নাম আর পচাইছনা,1,9
পচাইছনা,1,9
ভাইই রে তর দুইডা পাও ধরি,1,9
এইভাবে মানুষিক টরচার করিছনা,1,9
"নিগ্রো  টেরা , সাউয়া ,হাউয়া ,  ,  ,",1,9
"কুত্তা,ভেরুশ ",1,9
মোটা ভাগা,1,9
মটকী,1,9
ফাক,1,9
সান অফ বিচ,1,9
বাস্টার্ড,1,9
নন সেন্স,1,9
"বলদ ,",1,9
গাভি কোথাকার,1,9
"ঘাঘু,চাংগা",1,9
"মাংগী,",1,9
" কিপটা,ফকির",1,9
লোভী,1,9
কালাসনা,1,9
গণ্ডার,1,9
কালা,1,9
মিছকা শয়তান,1,9
স্টুপিড,1,9
" কালা , রাস্কেল",1,9
"ননসেন্স, ইডিয়ট",1,9
বাটফাকার,1,9
"ফকিরনি,",1,9
" দুষ্টু,",1,9
সাউয়ার পো,1,9
হাউয়ার পোলা,1,9
গনোরিয়া বেটি,1,9
গণ্ডার পাগল,1,8
"টেরা মাগী ,
",1,8
টেরা চোদা,1,8
বুদাই,1,8
চতুরচোর,1,8
বাপের আগে বাল ফালায়,1,8
ভোদাই,1,8
ভোদার বাল,1,8
বাল ছাল,1,8
ধোনের বাল,1,8
ধোন,1,8
নটি মাগি,1,8
নটি মাগির পোলা,1,8
বাল ফালায়া খালে নামানো,1,8
বাল ফালায়া আটিঁ বান্ধা,1,8
জারজ,1,8
গারদ,1,8
হাবলা,1,8
কেবলা,1,8
হাব্ব্র,1,8
হাব্বর বদ,1,7
ভুস্কি মাগির পোলা!,1,7
ঘরোয়া বেশ্যা,1,7
সেলফি বেশ্যা,1,6
বদমাইশ,1,5
লম্পট,1,6
পাগলু,1,6
"পাগলার বাচ্চা,  , , 
, ,,  , ,  ,
, ,  ,, ,  , ",1,6
হাউয়া পাগল,1,6
পাগস,1,6
"পাগো,",1,6
টিক টিকির ডিম,1,6
মুরগীর বাচ্চা,1,6
মুরগীর পুত,1,6
পেট ছে,1,6
পর্ণ পাগল,1,6
মাগির দালাল,1,6
শালার বাচ্চা,1,6
ভেনডি মাগী,1,6
ভেনডি মাগির পুত,1,6
হালার পর হালা,1,6
অবৈধ বাচ্চা,1,6
কুত্তার দালাল,1,6
"টেরা মাগী ,
",1,6
বাস্টার্ড,1,6
ফাকার,1,6
ফাকির,1,8
লুইচ্ছা,1,8
গুয়ার ভিতরে ভইড়া দিমু,1,8
গুয়া চাটা,1,8
গুয়া চাটা পোলা,1,8
বুড়ি মাগি,1,8
বান্দির পো,1,8
পেটমোটা,1,8
ভুঁড়িয়ালা,1,9
কুত্তা,1,9
"কুত্তার বাচ্চা, ?  ",1,9
শুয়োরের বাচ্চা,1,9
অজাতের বাচ্চা অজাত,1,9
তোরে শুক্রবারে পিক দিতে কয় কেডা,1,9
বারাভাদাইম্মা,1,9
কইল্লাকচর,1,9
খাঙ্কি,1,9
খাঙ্কিমাগি,1,9
একবীচী,1,9
হারামজাদা হারামি,1,9
বগা,1,9
ঘোড়া,1,9
বূড়ূজ,1,9
লাটিম পাগল,1,9
কাইটটা,1,9
কাইটটা লাউয়া,1,9
লাটু,1,9
ভুত চুদা,1,9
বেগুনচুদা,1,9
পাকসেনা চুদা,1,9
পাকসেনার চুদা খাইয়ে,1,9
রসুন চুদা,1,9
লাল কনডম,1,9
"আবাল,",1,9
"লাটাই,হাওয়া হাওয়ার পো",1,9
নর্দমার মাগি চদা,1,9
"লাটাই,হাওয়া হাওয়ার পো,",1,9
ড্রেনের পিচেট,1,9
"মগা,",1,9
শুয়োরের বাচ্চা,1,9
হারামির বাচ্চা,1,9
নাটকির পো,1,9
চুতমারানি,1,9
খাঙ্কিরপোলা,1,9
হারামির বাচ্চা,1,9
চোদনা,1,9
তর মায়রে বাপ,1,9
" মাঙ্গির পুত
",1,9
হারামির বাচ্চা,1,9
বূড়ূজ,1,9
হারামির বাচ্চা,1,9
হুমুন্দির পুত,1,9
ল্যাউড়ার পুত,1,9
.হাউয়ার পো,1,9
চুদানির পো,1,9
ভুদার বেটা,1,9
লটির পো,1,9
লটির বেটা,1,9
মদন,1,9
মদনকুমার,1,9
মদখর,1,9
গাঞ্জাখোর,1,9
গাঞ্জাঢুকা,1,9
ভাগামোটা,1,9
পাছামোটা,1,9
তুই আমার নাম টার ইজ্জত রাখলি না মাদারটোস্ট,1,9
" অয় ভাই,লজ্জাবতী লতা_____ হেতেরে গে দিয়া চুম্মা।",1,9
চুত্মারানীর পোলা সকাল ডারেই গোয়া মাইরা দিল।,1,9
মাগিবাজ,1,9
ওর নুনুর রগটা কেটে দিক ।।,1,9
সাকিব এতদিন ওপেনিং করলে ওর ক্যরিয়ার আরো আগেই শেষ হয়ে যেতো।,1,9
গাঁজা পিনিক বেশি আপনার,1,9
সালা ওপেন করা এতো সহজ,1,9
তামিমের জায়গায় সাকিব থাকলে সাকিব আরো ৫ বছর আগে দল থেকে বাদ যাইতো শুনতে খারাপ লাগলেও সত্যি কথা,1,9
সবার থেকে বেশি ডাক থাকত,1,9
তৈল বাজি দালালী কইরাতো বাংলাদেশের ক্রিকেটকেতো খাইছো।,1,9
ফাউল একটা খেলোয়ার....,1,9
ওরে সোদন,1,9
না বুঝে চিল্লাইলে এমনই হইবো,1,9
তামিমের জায়গায় যদি সাকিব ব্যাট করত তাহলে বাংলাদেশ সবসময় ২০ রানে অলআউট হয়ত,1,9
সাকিবের ধারে কাছেও যেতে পারে তামিম ইকবাল সাকিব বিশ্বসেরা অলরাউন্ডার তামিম ইকবালের বিশ্বসেরা হতে গেলে এখনো পঞ্চাশ বছর খেলতে হবে,1,8
সাকিবের চেয়ে বাংলাদেশের মেয়েরা ভালো ব্যাটিং করে,1,8
সাকিব কোন ব্যাটসম্যান ই না,1,8
এক সাকিব লুচ্চা আর এক সাকিব লোভী।,1,8
ওরা পুরো বাংলাদেশ ক্রিকেট টা নষ্ট ,1,8
"এতো ট্যালেন্ট দেইখা নি বছরের পর বছর, ম্যাচের পর ম্যাচ সাইড বেঞ্চে বসাইয়া রাখতো",1,8
সাকিব আল হাসান ওপেনিং করলে এতোদিনে শচীনের ১০০ সেঞ্চুরির রেকর্ড একদম ধসায় দিতো,1,8
এখন সাকিব কে টি টোয়েন্টি অপেনার ঘোষণা করা হোক,1,8
নষ্ট পোয়া ,1,8
সেঞ্চুরি বেশি থাকতো বা না থাকতো ১০ টা ডাক বেশি থাকতো এটা সিউর..,1,8
ছিরবো সাকিবে ওপেনিং করে দেখুক ,1,8
এতদিনে গোল্ডেন ডাকের সেঞ্চুরি হয়ে যেত শাকিবের,1,8
"তখন আর অলরাউন্ডার থাকতোনা, বোলার হয়ে যেতো",1,8
সাকিব তো তিন ফরমেটেই অলরাউন্ড ার ইন্টারন্যাশনাল জুয়ারি,1,8
শেয়ার বাজারের কেলেঙ্কারি সাকিব,1,8
সাকিব জন্মদাতা পিতার নাম নিয়ে বাটপারি ,1,8
সাকিব ক্রিকেট জগতের কলঙ্ক ।,1,8
বাংলাদেশ আরো বিশটা ম্যাচ হারতো,1,8
তামিমের কোমড়ে জোর আছে কিন্তু সাকিবের নেই,1,8
তোদের এই ইতরামির কারনে বাংলাদেশ প্রতিটা খেলায় জিতা ম্যাচ হেরে যায়,1,8
নাছিরের যোগ্য তো পারার নোটিরা,1,7
রাকিবের বক্কা ছোট দেইখা নাসিরের দারে আইছে,1,7
নাসিরকে বিডি ক্রিকেটে আর দেখতে চাই না। ,1,7
